income,age,weight,market
-1.605153002469995,1.1935991512137298,0.0001,market 1
-2.9386683786470185,1.2318365262199924,0.0001,market 1
-1.7810589166774178,1.5807412489990678,0.0001,market 1
-1.143808081812986,1.7060972470159794,0.0001,market 1
-0.7035006897371467,1.147323281332219,0.0001,market 1
-2.7966799325752048,0.8295517495762164,0.0001,market 1
-1.6794023150911754,1.3389819255986628,0.0001,market 1
-2.309882392602172,0.8122038170822208,0.0001,market 1
-2.8691726497279424,0.6242895369482754,0.0001,market 1
-1.3699889407613055,0.4380006573977051,0.0001,market 1
-0.22050124197984222,1.1141349398172025,0.0001,market 1
-0.9001117890489347,0.3536036380131492,0.0001,market 1
-1.0696935820315,1.1342097171510568,0.0001,market 1
-1.4005482756069731,0.6243440983611739,0.0001,market 1
0.08246662880035216,0.5967903892658899,0.0001,market 1
-1.4849081049392563,0.8629505789172272,0.0001,market 1
-0.8434152717467622,1.2093112361676746,0.0001,market 1
-0.9372348199844571,0.861617253200931,0.0001,market 1
-0.11697012847505028,0.2938622779146962,0.0001,market 1
-0.7630253020542778,0.1435038090148758,0.0001,market 1
-1.8677992912591708,0.4187424204592396,0.0001,market 1
-1.068815336513359,1.1842746199755598,0.0001,market 1
-1.4469394111230602,1.372429369645312,0.0001,market 1
-1.3373255269266617,1.7692175021138328,0.0001,market 1
-0.6091449030001905,0.445789085305792,0.0001,market 1
-0.22286938391740874,1.4321367281203452,0.0001,market 1
-0.0691382036090864,1.4851582837558572,0.0001,market 1
-1.023942535823461,1.5836236044242917,0.0001,market 1
-2.241277855686742,0.6940214801292888,0.0001,market 1
-0.993603873935048,1.1292521886454359,0.0001,market 1
-1.3610040925356706,1.03377719198052,0.0001,market 1
-0.29480671035129447,1.5849994140199648,0.0001,market 1
-1.2830181424647003,-0.5358507938285881,0.0001,market 1
-1.1275597203947059,1.1107357633407278,0.0001,market 1
-1.0663236902667204,0.9395607476250276,0.0001,market 1
0.7553733826614031,0.4179418193651431,0.0001,market 1
0.844622145620991,1.3168536765900591,0.0001,market 1
-1.670025115135341,1.070932488613837,0.0001,market 1
-2.5762468762650697,1.4761528959817447,0.0001,market 1
-1.649120905198771,0.7415097307801033,0.0001,market 1
-0.6266319368951516,1.1339438561101125,0.0001,market 1
-0.21133943065644945,-0.007375339202247755,0.0001,market 1
-0.4585144896899406,1.2209272590307902,0.0001,market 1
-0.28854873365412304,0.947360788039302,0.0001,market 1
-0.6800668603749529,1.3535441077615424,0.0001,market 1
-1.7909903869786232,0.19244390820623802,0.0001,market 1
-1.263436400968438,1.3699530663495936,0.0001,market 1
-0.1462450728746717,0.735370796892316,0.0001,market 1
0.33926955687776794,0.5134051022630826,0.0001,market 1
0.19615431410124295,1.5304741700720732,0.0001,market 1
-1.10432760887094,1.0958049885075043,0.0001,market 1
-1.045407217233626,1.0053595902795878,0.0001,market 1
-1.213334759901271,0.71346294341876,0.0001,market 1
0.10896218466741625,0.8343640393548585,0.0001,market 1
-0.7935786514577077,1.3529272712482294,0.0001,market 1
-0.7540742381691036,0.2569570896168667,0.0001,market 1
-0.54789782129676,1.5487610953272917,0.0001,market 1
-0.525926113824998,0.8529028101320033,0.0001,market 1
0.022198619805796627,0.980523121652795,0.0001,market 1
-0.9361385731050296,0.7177073544692198,0.0001,market 1
-2.0032823246432967,0.5475603696843943,0.0001,market 1
0.3275860809095079,1.1726443204565782,0.0001,market 1
-0.6954335939565699,0.7126312367903538,0.0001,market 1
-1.5166471326230924,1.4221426748001536,0.0001,market 1
-2.103189279665904,1.0961484362947234,0.0001,market 1
-2.172502937223296,0.5038105246638371,0.0001,market 1
-1.8575132715599494,1.751642579401918,0.0001,market 1
1.6355127169958474,0.5820307443048759,0.0001,market 1
-1.6261627289482292,1.0451771257115277,0.0001,market 1
-2.2420985791226937,1.2476309749526373,0.0001,market 1
-2.48051634490138,1.388482008774855,0.0001,market 1
-0.9601362670350176,1.1100965204627407,0.0001,market 1
-0.0012520812393094216,0.9551880252599009,0.0001,market 1
-0.0257171227212164,0.9860425478290025,0.0001,market 1
-1.993173738630949,0.9214407196601893,0.0001,market 1
-1.5229251283562437,0.5559395881707097,0.0001,market 1
-0.12428671449879436,0.9413934308146289,0.0001,market 1
-2.7725292443229383,1.2004571467844576,0.0001,market 1
-2.544998321563603,1.0244553621784818,0.0001,market 1
-1.1410219375750352,1.8202144654435177,0.0001,market 1
-1.18523237091157,1.7329013930821964,0.0001,market 1
-1.3214380104616916,0.9407000922887765,0.0001,market 1
-0.6702825753180287,0.6388279493831268,0.0001,market 1
-3.5196851863347245,1.0383472474485198,0.0001,market 1
-0.6653236639987616,0.5989583324455611,0.0001,market 1
-0.6553175908956064,0.6494868914769649,0.0001,market 1
-0.9877656692642631,1.1903343339537973,0.0001,market 1
-1.3381983472785506,0.7764459433226472,0.0001,market 1
-1.368589620064079,0.8929995498460971,0.0001,market 1
-1.619436955922739,0.8107263128274663,0.0001,market 1
-2.0944474589661004,1.3968984112173612,0.0001,market 1
-0.025945781766647635,1.3477099466693563,0.0001,market 1
-1.2466150183410478,0.47380063885061596,0.0001,market 1
-2.6325542613782247,0.568421692245697,0.0001,market 1
0.12294625780799917,0.5441900871673377,0.0001,market 1
-1.8630450834135825,0.7775230038515502,0.0001,market 1
-2.199832010198627,0.7252267816342952,0.0001,market 1
-0.8900573675481763,1.124140817245078,0.0001,market 1
1.7192959689832192,0.5634082237897875,0.0001,market 1
-2.254628745796425,1.3577940046864534,0.0001,market 1
1.1845325826660908,1.2550963786866673,0.0001,market 1
-3.155043096717101,0.5685115438445798,0.0001,market 1
-1.2730446933897839,1.7023940855027875,0.0001,market 1
-0.425455178144605,1.8153813137423487,0.0001,market 1
-2.270583354845462,1.1974660448189178,0.0001,market 1
-2.518319568242712,1.6162214724334785,0.0001,market 1
-0.1448599675957878,0.7174806421983371,0.0001,market 1
-0.10363840918842293,1.0983874929299995,0.0001,market 1
-2.077431038135855,0.7338995170613378,0.0001,market 1
-0.6127388733711271,0.22301517639203672,0.0001,market 1
-2.977992034490047,-0.003378277934980689,0.0001,market 1
-0.46282083397770024,0.04606341907313327,0.0001,market 1
-0.9706900847128233,1.4772846326236027,0.0001,market 1
-2.1905473366234243,1.498348724594305,0.0001,market 1
-1.326332961119041,0.9310945713982411,0.0001,market 1
0.5625096879740779,0.639659002297386,0.0001,market 1
-1.7670965511871022,0.7670424864524692,0.0001,market 1
0.03278759593397895,0.7981832910357389,0.0001,market 1
-1.7754751921985876,0.5683294326161052,0.0001,market 1
-1.443231089685893,0.7177440970958603,0.0001,market 1
-0.8109136128768354,1.46745946704775,0.0001,market 1
-0.7802598305211017,1.2417970815989738,0.0001,market 1
-1.4148943215327883,0.7140214482666065,0.0001,market 1
0.2922490749058848,1.1846469415371192,0.0001,market 1
-0.45884452631350836,1.1346891646125996,0.0001,market 1
-0.14058525131573596,1.6676973559747794,0.0001,market 1
-0.7852291306504808,0.6367998603621223,0.0001,market 1
-0.7999673626076547,1.6393354496774712,0.0001,market 1
-1.318300739037303,0.8430403424333177,0.0001,market 1
-1.3114548223897806,1.5317013651199942,0.0001,market 1
-3.0039249230666876,0.6176698494241016,0.0001,market 1
-2.2198882039453856,0.8917375923565949,0.0001,market 1
-1.6459929618686449,0.9742809800606462,0.0001,market 1
-2.1828842871727145,1.32794668881163,0.0001,market 1
-0.8487382629800435,0.8942579025641049,0.0001,market 1
-0.7480783945260392,0.8802064013874663,0.0001,market 1
-0.6444546329780385,2.021621338680501,0.0001,market 1
-1.0972528175687832,0.6833518012562982,0.0001,market 1
-1.52450144429295,1.1863340122533061,0.0001,market 1
-1.3859396242839688,1.517193089379822,0.0001,market 1
1.129329013494044,0.981350119974023,0.0001,market 1
0.2958083100298827,2.005363342277272,0.0001,market 1
0.22834369407871202,1.8005410679619316,0.0001,market 1
-1.7086641446041346,1.1902844552426581,0.0001,market 1
-0.48174293849744376,0.46544070097866963,0.0001,market 1
-2.089705639974401,1.0143031734991805,0.0001,market 1
-1.0509294349804823,0.7411703371870482,0.0001,market 1
1.0854910232911412,1.1089737688382642,0.0001,market 1
-1.5721475702778276,1.4087613381344624,0.0001,market 1
0.22897998433197708,0.7607928653676026,0.0001,market 1
0.3999434089067777,2.071882538940502,0.0001,market 1
-2.2224943260281007,1.4336551425809425,0.0001,market 1
-0.5816283632563017,0.04040085816053918,0.0001,market 1
-0.3305698067016989,1.341460867491889,0.0001,market 1
-1.3568630137863018,0.8040831782450615,0.0001,market 1
-2.3390880654723847,0.7951585230591126,0.0001,market 1
-2.8668001217186285,1.3134770579512942,0.0001,market 1
-1.8248282393384758,1.0674977289698566,0.0001,market 1
-0.17473735803019508,0.4578209567517322,0.0001,market 1
-1.3678899636925983,1.177059204172512,0.0001,market 1
-0.9491863300883816,0.5716146027966976,0.0001,market 1
-1.9131327967372966,1.359677756042524,0.0001,market 1
-1.1214256455953147,1.9887644087926089,0.0001,market 1
-2.273515074285428,1.3951747182437793,0.0001,market 1
-0.8856742359045555,1.0605162140873934,0.0001,market 1
-1.5105046096639305,0.813191110993059,0.0001,market 1
0.6099606524060155,1.3216718049032508,0.0001,market 1
-0.6104596373431519,1.903858024879018,0.0001,market 1
-2.0372699851613785,0.8743719209634182,0.0001,market 1
0.6623040316817497,0.9500465798866418,0.0001,market 1
-2.5783213303139974,0.7142158153828502,0.0001,market 1
-1.0556084775077224,0.7591021914705028,0.0001,market 1
-2.313363129079602,0.7119116851985478,0.0001,market 1
-0.770658125296627,0.8745804401101215,0.0001,market 1
-1.2540875979751078,0.8303234631126213,0.0001,market 1
-2.943408556857473,0.4698820135597881,0.0001,market 1
0.7527109013032856,1.622052263596374,0.0001,market 1
-0.22386935413987918,0.7753933524778767,0.0001,market 1
-0.8943621941201022,1.4879540001834495,0.0001,market 1
-0.8253772489323704,1.3788846435473374,0.0001,market 1
-1.4238443949813813,1.3824787896303208,0.0001,market 1
0.8159608449323816,1.5675728166688625,0.0001,market 1
-2.2380656444775022,0.6112483872816452,0.0001,market 1
-0.9931799366835787,0.8399900804104659,0.0001,market 1
-0.5411843292400215,0.13837859075592163,0.0001,market 1
0.025391668129707945,2.114241037850637,0.0001,market 1
-1.0351678862406888,0.2356486907771661,0.0001,market 1
-2.500624311950258,0.5990976667177128,0.0001,market 1
-1.4431807228298947,0.706736392697823,0.0001,market 1
-2.8299565452855577,1.1957794317610608,0.0001,market 1
-0.03750435105218164,1.783499829632303,0.0001,market 1
-0.03641958737067508,1.2285892439727957,0.0001,market 1
0.3534386374522871,1.4773236438692132,0.0001,market 1
-1.283758948769242,0.568008296896672,0.0001,market 1
-0.8150083323650201,0.781963202947455,0.0001,market 1
-1.5521284755703824,0.8039510467094895,0.0001,market 1
-0.5161989775036616,1.3834589140183344,0.0001,market 1
-1.382768779526066,0.9814677751574313,0.0001,market 1
-0.728237938577649,1.219960912524728,0.0001,market 1
-0.2610739146733292,1.284314789112352,0.0001,market 1
-1.6620684200576041,0.8215936782509412,0.0001,market 1
-0.917090971362217,1.4052824395201697,0.0001,market 1
-0.9524305656272535,0.8984417890633232,0.0001,market 1
-0.2185617595513245,1.7449524734321815,0.0001,market 1
-1.8546164811834345,0.6444756748433355,0.0001,market 1
-0.2284398557855425,1.0895763323933654,0.0001,market 1
-2.191762066231218,1.230486826749403,0.0001,market 1
-0.29751006008518566,1.522274697783995,0.0001,market 1
1.695750814483092,1.1077115623640044,0.0001,market 1
-0.1553428695126461,1.118874909408705,0.0001,market 1
-1.1595666690643094,1.4822788118185284,0.0001,market 1
-1.5737760838772612,1.105272581307342,0.0001,market 1
-1.5894045599408901,1.3816617564207483,0.0001,market 1
-0.9484031179796937,1.6632050047916922,0.0001,market 1
0.5338739605436174,0.8347656417413574,0.0001,market 1
-1.2789089254901576,0.6994162475668333,0.0001,market 1
0.4143854697476854,0.6500117859103682,0.0001,market 1
-0.3640010855633854,1.151484227046994,0.0001,market 1
0.8004243379466622,0.7103371581099758,0.0001,market 1
-0.020679241013237593,1.5471370787063767,0.0001,market 1
-1.4058681631771606,1.8467722245971139,0.0001,market 1
-0.6765431293824227,0.940383049124617,0.0001,market 1
-2.0865998388841707,0.7957905536116328,0.0001,market 1
-0.23324521924671437,0.9189408013626426,0.0001,market 1
0.3178176023757042,0.7669161010813575,0.0001,market 1
-0.3968703409008869,1.0655043091277918,0.0001,market 1
-1.7099385642553622,0.9126709801355961,0.0001,market 1
-1.1848629262306143,0.38986989569727715,0.0001,market 1
-0.8785684689835602,0.9276246794841221,0.0001,market 1
-0.9372320707395692,0.8854307065858343,0.0001,market 1
-0.9241056937263862,0.9715199568721331,0.0001,market 1
-0.8359741483891712,1.6149925334828554,0.0001,market 1
-0.34369073174594555,0.7252139541985356,0.0001,market 1
-0.44710497983323905,0.9550596408129992,0.0001,market 1
0.2725927922428808,1.180240692186435,0.0001,market 1
-1.4137112467983486,0.14684072116883773,0.0001,market 1
-0.45062568376160406,1.4385420444490893,0.0001,market 1
0.7232859099816848,1.750884983004926,0.0001,market 1
1.233117398062456,1.0919661508841374,0.0001,market 1
-0.6721110374293779,1.0271891241683913,0.0001,market 1
-2.266747352957494,-0.24169003287041546,0.0001,market 1
-2.2815625634081504,2.305778838213189,0.0001,market 1
-1.260117251096192,1.1740451849744713,0.0001,market 1
-1.0344896231280687,1.2034516982744623,0.0001,market 1
-0.6532334372449058,1.4713358920537813,0.0001,market 1
-2.468351372775593,0.6158780454800401,0.0001,market 1
-2.267939114989576,1.1009166708301508,0.0001,market 1
-0.28689823042024576,1.1323208594543377,0.0001,market 1
-0.836616509355065,1.112104217721102,0.0001,market 1
-1.569595691425402,0.5881557999045461,0.0001,market 1
-1.5255274077357774,0.6986198556625174,0.0001,market 1
-1.5199629095236982,1.131809053751208,0.0001,market 1
-1.502012854424593,0.15986146992687655,0.0001,market 1
-1.7764811298163006,1.4927667791034978,0.0001,market 1
-2.1790714961842186,1.054723603348847,0.0001,market 1
-1.5310153244160465,1.3135341016861417,0.0001,market 1
-2.1266738223282973,1.1509331182491722,0.0001,market 1
-0.13702696533747716,1.4336448068377214,0.0001,market 1
-0.8162479447709465,0.9179693426079089,0.0001,market 1
-0.8250464163285425,1.8384919158943744,0.0001,market 1
-2.723638771626309,1.4218307261973973,0.0001,market 1
1.0335725955024793,0.6355416782119416,0.0001,market 1
-0.722061985148432,0.9622141743759012,0.0001,market 1
-2.8548423322641168,2.2272570480872353,0.0001,market 1
-1.3877622162655063,2.3294853109558185,0.0001,market 1
-0.7977972150793107,0.7026887592200179,0.0001,market 1
-0.712203870507204,1.4322304362883687,0.0001,market 1
-2.099298369248942,0.4856252234981555,0.0001,market 1
-0.6156859136679864,0.8117765841096833,0.0001,market 1
-1.5929814747460727,1.2696992024264102,0.0001,market 1
-0.19145814436340425,0.6614988857097366,0.0001,market 1
-1.5018534484171293,0.9773603291270453,0.0001,market 1
-2.1171521677130327,0.5572256166449978,0.0001,market 1
-1.4002364323019738,1.2820429822756736,0.0001,market 1
-0.9779426202499246,0.80223112643948,0.0001,market 1
-1.5817982765416376,1.4780441212493052,0.0001,market 1
-1.4286974894934632,0.690672433187191,0.0001,market 1
0.18092396271132127,1.0833790824020175,0.0001,market 1
-3.2369205294900323,1.1998137526541022,0.0001,market 1
-2.624090884038128,2.1149051365570797,0.0001,market 1
-0.7475111297311176,0.8474758528149684,0.0001,market 1
-1.3443263152504907,0.22114936813060837,0.0001,market 1
-0.6734553266059613,1.6602079586075535,0.0001,market 1
-0.46124472298531904,0.6577432491239716,0.0001,market 1
0.950509667983829,0.8017720308411318,0.0001,market 1
0.016947555486928723,0.5492446485986491,0.0001,market 1
-2.3634279005515397,0.7575960379461932,0.0001,market 1
-0.6376267362693024,0.680830960181799,0.0001,market 1
-2.1952649429421474,0.9429979564448185,0.0001,market 1
-0.2261586582534615,0.7886780431688559,0.0001,market 1
-0.8696770646009813,0.7789613466902321,0.0001,market 1
-1.9880980155968513,0.3825397374091979,0.0001,market 1
-2.191445274765134,1.2747328801838125,0.0001,market 1
-2.5742376716459674,1.1860124378762282,0.0001,market 1
-0.16811656559560928,1.1164490162709713,0.0001,market 1
-0.15135209122118665,0.8232513721268537,0.0001,market 1
-1.2459139272356061,1.1456195658723214,0.0001,market 1
-0.31478314013079023,1.0388057854591801,0.0001,market 1
-2.8199229192980058,0.019902195205851347,0.0001,market 1
-0.7791722670671704,1.7018716892382102,0.0001,market 1
-2.0621704642412535,1.513245318209127,0.0001,market 1
-1.2450336850163723,1.1511752813301106,0.0001,market 1
-1.0948820498773153,1.771847723989715,0.0001,market 1
-2.742708092509143,0.6678115910903163,0.0001,market 1
0.6282068738895457,0.4493955036139827,0.0001,market 1
-0.7647196902196249,1.1218928644604713,0.0001,market 1
-1.8282293707762467,1.1095591163447025,0.0001,market 1
-0.8682079897190191,1.7966917556202053,0.0001,market 1
-1.406906443766707,0.7935290664377,0.0001,market 1
-0.4192147263640348,1.1377579044287711,0.0001,market 1
-3.175148647379958,1.5008666794393222,0.0001,market 1
-1.8653554858293893,0.18203244791301576,0.0001,market 1
-0.630231421233606,1.2837451986757868,0.0001,market 1
-1.1705724387676675,-0.008182082856362571,0.0001,market 1
-1.8074874072201486,1.5385038213547637,0.0001,market 1
-0.862020514745237,1.1226831806759985,0.0001,market 1
-1.2193347855288263,0.10538434825459764,0.0001,market 1
-2.6509310355974516,0.8609264812430912,0.0001,market 1
-1.0934256400781064,1.2303179147896852,0.0001,market 1
-1.0587584817194442,1.013390090872019,0.0001,market 1
-0.5151092750555384,0.9472298967161548,0.0001,market 1
-0.9167600932732032,1.3809323352669323,0.0001,market 1
-1.0918745865640074,0.9554356036227112,0.0001,market 1
0.45551339106035305,0.5653994802615955,0.0001,market 1
-2.118753057148674,1.278993225739387,0.0001,market 1
-0.9035890539451503,1.7680886499195612,0.0001,market 1
-0.1327277191836116,1.028780422239803,0.0001,market 1
0.30048021455134233,1.8001786909433761,0.0001,market 1
-2.594833981004368,1.9858664094719751,0.0001,market 1
0.02418958797887094,0.4043631113658235,0.0001,market 1
-0.4269416971629372,0.6728765583267995,0.0001,market 1
-1.1041720274002709,1.1898126059305942,0.0001,market 1
-0.8439136298274488,1.214697069977948,0.0001,market 1
-1.6267386133664508,0.5713994254302475,0.0001,market 1
-1.2935944748625792,0.11692620005822896,0.0001,market 1
0.34628020693143347,0.4900031878487776,0.0001,market 1
-0.7348829016325078,1.8126683351327553,0.0001,market 1
-0.7018902639559699,0.20015657061915137,0.0001,market 1
-0.2951797324666605,1.3251916643122068,0.0001,market 1
-2.1606569959309345,0.6673400584057745,0.0001,market 1
0.07684385646027825,0.7182242978205271,0.0001,market 1
-2.3987413792104175,1.2335605367142233,0.0001,market 1
-1.021053411551014,0.8152451802804843,0.0001,market 1
-0.4343176627531036,1.2459223569277462,0.0001,market 1
0.053939149336881265,0.23633987837847048,0.0001,market 1
-2.5357518742299785,1.5687839234223364,0.0001,market 1
-0.07435270711727893,1.1783965784578936,0.0001,market 1
-0.5898183569714922,1.711255522515563,0.0001,market 1
0.8327782738176135,1.366288587847991,0.0001,market 1
-0.8223785672299443,0.6664807524087989,0.0001,market 1
-1.6345357807706646,1.3001296751655815,0.0001,market 1
0.04487658145382589,1.3868340503486762,0.0001,market 1
-0.4266422464469454,1.3561451729827922,0.0001,market 1
-1.1418522694309603,0.8223559371199307,0.0001,market 1
-0.12224581099002474,0.6086948534211833,0.0001,market 1
-2.182146513985705,0.6365150521216575,0.0001,market 1
0.2272843629851624,0.35219877692891,0.0001,market 1
-0.2718268922920406,2.0240528372428517,0.0001,market 1
-0.4036562693665906,0.9423384051671971,0.0001,market 1
-0.38504258697276406,1.3808679802354198,0.0001,market 1
0.5390721999609824,1.3247094512596211,0.0001,market 1
-0.07946569302081896,0.9159358687112027,0.0001,market 1
-0.8700005908226458,0.3263353390772531,0.0001,market 1
-1.146746350576064,0.6530501065407474,0.0001,market 1
0.04538177457113313,1.0753382389578512,0.0001,market 1
-1.5909551291735302,1.1983122251394938,0.0001,market 1
0.3530033772880201,1.0278933080737922,0.0001,market 1
-1.5287307628891298,0.9583389977351537,0.0001,market 1
-2.105140622634374,0.41842861690672906,0.0001,market 1
-2.813389106303604,1.1937398021964885,0.0001,market 1
-1.055683352395925,1.7027599665522497,0.0001,market 1
-0.9046323381151122,0.04677962526675061,0.0001,market 1
0.48718423832391267,0.7338020360931148,0.0001,market 1
-1.7536317431518578,2.0043289819133587,0.0001,market 1
-1.8711388195165495,0.7124715747831729,0.0001,market 1
-0.06829269442160346,0.9551139839693477,0.0001,market 1
-0.5566444207174313,0.9289154812041113,0.0001,market 1
-0.18398034878357505,1.2722270370495514,0.0001,market 1
-0.5044419741454204,1.0433464202742886,0.0001,market 1
-0.35842622344341946,1.3665550832287972,0.0001,market 1
-0.5108155426277091,0.916118007263403,0.0001,market 1
-0.8848869414433247,0.27950607984057907,0.0001,market 1
-1.1136419120824268,1.6200465833222135,0.0001,market 1
-0.9845115387477014,0.08949495491439985,0.0001,market 1
0.3475028998209968,2.400966924546604,0.0001,market 1
-1.997238637519027,1.5178176491498583,0.0001,market 1
-1.9767744644507013,0.8128298297760996,0.0001,market 1
-0.0412870373848927,0.5936477087512093,0.0001,market 1
-1.0735716081370938,1.3484740713084968,0.0001,market 1
-0.7555532247039634,1.7919045361587014,0.0001,market 1
-0.42059875997068175,0.9117125377499349,0.0001,market 1
-1.6687243142136632,0.8517223480723848,0.0001,market 1
-0.3918806104034086,0.9837310596414807,0.0001,market 1
-0.8760703295794546,1.226924651518798,0.0001,market 1
-0.701757323168689,0.17831828246248782,0.0001,market 1
-0.624063529507185,1.1644612671641692,0.0001,market 1
-1.7684500635385596,1.3951490670066542,0.0001,market 1
-1.8060647191515726,1.0025533056700597,0.0001,market 1
0.08466659022881329,2.0994524646272668,0.0001,market 1
-2.777187796136204,1.206836112227371,0.0001,market 1
